user_id,user_name,user_followers_count,user_friends_count,user_timezone,coordinates,created_at,tweet
353938900,Dan Terry ,215,669,,,Wed Apr 23 20:34:55 +0000 2014,RT @TSBible: Last time Real Madrid won the champions league they had this guy playing.. http://t.co/DSoT7g652g
2354121072,Alvico ✨,128,105,,,Wed Apr 23 20:34:55 +0000 2014,quando ta o jogo do real madrid ?
29546746,Anouk Olijve,162,166,Amsterdam,,Wed Apr 23 20:34:55 +0000 2014,Barcelona :-) http://t.co/R47X2tPEYV
539434262,Omer Kaan Gunay,66,168,,,Wed Apr 23 20:34:55 +0000 2014,RT @tribundergi: Santiago Bernabeu'da Real Madrid taraftarı http://t.co/E0CGEYioyj
417241165,Matt Durno,500,108,,,Wed Apr 23 20:34:55 +0000 2014,RT @TSBible: Last time Real Madrid won the champions league they had this guy playing.. http://t.co/DSoT7g652g
2210055655,Raul Lopez,204,250,,,Wed Apr 23 20:34:55 +0000 2014,RT @GeniusFootball: Last time Real Madrid won the Champions League Raul had this phone.. http://t.co/yO5gd2aULL
1694285688,alfadinna,102,175,Arizona,,Wed Apr 23 20:34:55 +0000 2014,RT @SeputarMadrid: 4 MINUTES ADDED ON. REAL MADRID 1-0 Bayern Munchen. Hold on Real!!
2178304470,Nopi,563,2001,,,Wed Apr 23 20:34:55 +0000 2014,RT @Status_Indo: Real Madrid vs Bayern Muenchen: Babak I Muenchen Mendominasi: Bayern Muenchen mendominasi jalannya babak perta... http://t…
2326832621,Sr.Ortu,76,92,Amsterdam,,Wed Apr 23 20:34:55 +0000 2014,Como el Real Madrid gane la Champions Ramos se va a poner a llorar mas que un bebe cuando nace
28333964,Veronika Teixeira,489,1311,Caracas,,Wed Apr 23 20:34:55 +0000 2014,"RT @nosabesnadajon: Pep este no es el Barcelona. No te van a dar el penal, puto calvo."
1852641402,Marta♡,131,312,,,Wed Apr 23 20:34:55 +0000 2014,Al parecer mi Iker Casillas está salvando a mi Real Madrid.
17687218,Felipe Sas,629,1521,Madrid,,Wed Apr 23 20:34:56 +0000 2014,RT @Parrulinha: O bo partido é Olimpiacos-Real Madrid!!!! #ILoveThisGame
1002447649,FABIAN,86,133,Eastern Time (US & Canada),,Wed Apr 23 20:34:56 +0000 2014,RT @RealMadrid_FlyE: EL REAL MADRID ES EL REAL MADRID !!!!!!!!!!!!!!!!!!
133416699,• Harlyn ♥Barrientos,275,1050,Central Time (US & Canada),,Wed Apr 23 20:34:55 +0000 2014,RT @SoloFutbolPlus: 90': Se agregan 4 minutos. Real Madrid 1-0 Bayern Munich. #UCL
207941826,♕ رواد,224,190,Amsterdam,,Wed Apr 23 20:34:56 +0000 2014,RT @GeniusFootball: Last time Real Madrid won the Champions League Raul had this phone.. http://t.co/yO5gd2aULL
241267816,Jamie Parr,16,113,,,Wed Apr 23 20:34:56 +0000 2014,RT @TSBible: Real Madrid fans! http://t.co/upB43x92Hj
396760753,Zú,181,223,Athens,,Wed Apr 23 20:34:56 +0000 2014,"RT @Berlustinho: Pues el Real Madrid ha hecho su partido y ha sabido plantarle cara al vigente campeón de Europa, se decidirá en el Allianz…"
155409724,Pancho Tamariz G.,2857,638,Central Time (US & Canada),,Wed Apr 23 20:34:56 +0000 2014,No habia penal Guardiola... esos se los inventan solo al Barcelona... #HalaMadrid
281167135,Luisa Fda. Rodriguez,843,816,Eastern Time (US & Canada),,Wed Apr 23 20:34:56 +0000 2014,RT @prensa_libre: RT @tododeportes_pl: Se repondrán cuatro minutos al encuentro Real Madrid 1-0 Bayern Munich #Champions
355812935,Ryan Williams,167,156,,,Wed Apr 23 20:34:56 +0000 2014,RT @TSBible: Last time Real Madrid won the champions league they had this guy playing.. http://t.co/DSoT7g652g
1250574943,anggiGSE®  ,100,109,,,Wed Apr 23 20:34:56 +0000 2014,"""@SportHumour: The last time Real Madrid won the Champions League, the Nokia 3310 was the latest phone out."""
962655103,Sameel,182,337,,,Wed Apr 23 20:34:56 +0000 2014,RT @TSBible: Last time Real Madrid won the champions league they had this guy playing.. http://t.co/DSoT7g652g
165426898,Óbá,467,412,Amsterdam,,Wed Apr 23 20:34:56 +0000 2014,Real Madrid has really worked hard... kudos to them! #ucl
248419205,Ramón Molina Romero,362,640,Athens,,Wed Apr 23 20:34:56 +0000 2014,Mucho Bayern...pero un Barcelona hundido gano en el bernabeu.
330410893,Eze Fogel,64,171,,,Wed Apr 23 20:34:56 +0000 2014,RT @wqueijeiro: Real Madrid vs. Bayern Múnich pareció un partido del #Final2014
1614878678,Mika Reyes,700,361,Arizona,,Wed Apr 23 20:34:56 +0000 2014,RT @jeronteng: Lets go @Cristiano and Real Madrid! #UEFAChampionsLeague #RealMadridBayern
395996734,Manu Soriano,375,366,Madrid,,Wed Apr 23 20:34:56 +0000 2014,"Grande Xabi Alonso, grande Iker, grande real Madrid"
264408596,richard,305,106,Quito,,Wed Apr 23 20:34:56 +0000 2014,RT @GeniusFootball: Last time Real Madrid won the Champions League Raul had this phone.. http://t.co/yO5gd2aULL
116765708,™Yc,81,424,Caracas,,Wed Apr 23 20:34:56 +0000 2014,RT @ElUniversal: FIFA suspende sanción contra el Barcelona y puede fichar #Futbol http://t.co/ryn54Btlys
35263308,Miguel Sesé,592,587,Madrid,,Wed Apr 23 20:34:56 +0000 2014,"Muller, candidato a fichar por el Barcelona la próxima temporada"
69610950,Barış Karakayış,286,257,Istanbul,,Wed Apr 23 20:34:56 +0000 2014,Spanoulis &gt; Real Madrid
126086561,Mirjam,144,170,Greenland,,Wed Apr 23 20:34:56 +0000 2014,RT @TSBible: Last time Real Madrid won the champions league they had this guy playing.. http://t.co/DSoT7g652g
290166559,P@,691,710,Amsterdam,,Wed Apr 23 20:34:56 +0000 2014,RT @TSBible: Last time Real Madrid won the champions league they had this guy playing.. http://t.co/DSoT7g652g
917826493,Rosendo Jesús ,336,188,,,Wed Apr 23 20:34:56 +0000 2014,"@gbmonroy quizás tenga que fichar yo por el Real Madrid, que se corra el rumor por favor"
149638096,Yosbelyn Maribel,135,198,Central America,,Wed Apr 23 20:34:57 +0000 2014,RT @Lizdapf: Resistencia Real Madrid
497129383,emily♔,1083,971,London,,Wed Apr 23 20:34:56 +0000 2014,RT @horansbxtera: Real madrid vs. Bayern munich today lol
1138699351,MaYu,228,234,,,Wed Apr 23 20:34:57 +0000 2014,RT @SocialRMadrid: Hold on Real Madrid!
331296458,marcos ,916,347,Santiago,,Wed Apr 23 20:34:57 +0000 2014,"Messi no Real Madrid
#Messi #No #Real #Madrid 
#MessiNoRealMadrid"
254346095,Javier Panzardo,297,1996,Buenos Aires,,Wed Apr 23 20:34:57 +0000 2014,"Detrás de Iker Casillas (Real Madrid) con 40 tapadas, lo sigue Manuel Neuer (Bayern Munich) con 30 salvadas."
